Data;IPCA;IPCA-E;INPC;IGPM;INCC;TR;ENCOGE;SELIC
01/09/2000;4,427613531;4,430260306;4,579679246;6,210149241;6,315123075;1,400036142;4,5811781;3,8484
01/10/2000;4,417453388;4,410413445;4,560070941;6,138937566;6,298746334;1,398637504;4,5615634;3,8362
01/11/2000;4,411277599;4,402488965;4,552786483;6,115697914;6,278028839;1,396821636;4,5542766;3,8233
01/12/2000;4,397206539;4,395017435;4,53962158;6,098013674;6,252394024;1,395147459;4,5411073;3,8111
01/01/2001;4,371415189;4,368804608;4,514790234;6,059836703;6,212633172;1,393753706;4,5162679;3,7991
01/02/2001;4,346639345;4,341453451;4,480291986;6,02249722;6,176807687;1,391805178;4,4817583;3,7864
01/03/2001;4,326736357;4,31985418;4,458445602;6,008677262;6,155877703;1,391248679;4,4599048;3,7762
01/04/2001;4,310357001;4,30435849;4,437147295;5,975216052;6,139301588;1,38888757;4,4385995;3,7636
01/05/2001;4,285501094;4,282943771;4,400185735;5,916055497;6,117279383;1,386807359;4,4016259;3,7517
01/06/2001;4,268002285;4,262059678;4,375246828;5,865611241;5,990871984;1,384315591;4,3766788;3,7383
01/07/2001;4,245923483;4,245925163;4,349151917;5,808686117;5,922174757;1,382242228;4,3505753;3,7256
01/08/2001;4,190193904;4,206385142;4,301406307;5,723971341;5,891538755;1,378932789;4,3028141;3,7106
01/09/2001;4,161066439;4,157328664;4,267691543;5,646055771;5,85523629;1,374260304;4,2690883;3,6946
01/10/2001;4,149447985;4,14159062;4,248995961;5,628607089;5,823208643;1,372065;4,2503866;3,6814
01/11/2001;4,115291069;4,126323224;4,209427344;5,562964113;5,769551811;1,368097517;4,210805;3,6661
01/12/2001;4,086278491;4,08587308;4,155817301;5,502437302;5,727170747;1,365503061;4,1571774;3,6522
01/01/2002;4,059889212;4,0635237;4,125290154;5,490358514;5,707764348;1,362777506;4,1266403;3,6383
01/02/2002;4,038886999;4,038485092;4,081616853;5,470664123;5,687290104;1,359243473;4,0829527;3,623
01/03/2002;4,024399162;4,020793601;4,069002944;5,467383693;5,654494039;1,357614336;4,0703347;3,6105
01/04/2002;4,000396782;4,004774503;4,043930575;5,462467472;5,623564434;1,355175021;4,0452541;3,5968
01/05/2002;3,968647601;3,973779026;4,016617575;5,432048003;5,605067711;1,351930388;4,0179322;3,582
01/06/2002;3,960330906;3,957158959;4,01300587;5,387333138;5,466758715;1,349097284;4,0143193;3,5679
01/07/2002;3,943767084;3,944143286;3,988674953;5,30562649;5,435774799;1,346942176;3,9899804;3,5546
01/08/2002;3,897388165;3,914005444;3,943326696;5,20414565;5,420056635;1,343374174;3,9446173;3,5392
01/09/2002;3,872218743;3,875252915;3,909703248;5,086147039;5,366392708;1,340049512;3,9109828;3,5248
01/10/2002;3,844538069;3,851374393;3,877519833;4,966940467;5,328559932;1,337434827;3,8787889;3,511
01/11/2002;3,79482585;3,817021203;3,817583768;4,781881648;5,269020006;1,333743026;3,8188332;3,4945
01/12/2002;3,683581683;3,739244908;3,692411034;4,545946998;5,143016111;1,330225909;3,6936195;3,4791
01/01/2003;3,607817516;3,628573419;3,595336937;4,381635661;5,057046324;1,325442387;3,5965136;3,4617
01/02/2003;3,528427888;3,558122592;3,508672721;4,281868134;4,981820829;1,319008265;3,5098211;3,442
01/03/2003;3,473887849;3,481869647;3,458183245;4,186417808;4,913522862;1,313601481;3,4593151;3,4237
01/04/2003;3,431678207;3,442623736;3,411446429;4,123330846;4,84663924;1,308652158;3,412563;3,4059
01/05/2003;3,398710713;3,403820186;3,365009301;4,085742019;4,803408563;1,303199571;3,3661106;3,3872
01/06/2003;3,378104277;3,375131568;3,33202228;4,09639264;4,670759007;1,297167741;3,3331128;3,3675
01/07/2003;3,383179046;3,367722578;3,334022694;4,137770343;4,622225638;1,29178616;3,3351139;3,3489
01/08/2003;3,376426193;3,37379541;3,332689618;4,155222277;4,576914187;1,28476492;3,3337804;3,3281
01/09/2003;3,364985243;3,364710691;3,326701555;4,139492207;4,51194222;1,279597904;3,3277903;3,3104
01/10/2003;3,3389415;3,34564054;3,29964447;4,091215859;4,502037736;1,275307768;3,3007244;3,2936
01/11/2003;3,329286569;3,323704093;3,28682585;4,075728093;4,472963474;1,271223328;3,2879016;3,2772
01/12/2003;3,31800535;3,318063385;3,274709425;4,055854406;4,42692347;1,268969638;3,2757812;3,2638
01/01/2004;3,300840977;3,302870182;3,257120972;4,031263698;4,419851707;1,266564432;3,258187;3,2501
01/02/2004;3,275943804;3,280562358;3,230309403;3,996098035;4,40531417;1,264945302;3,2313666;3,2374
01/03/2004;3,256081706;3,251300652;3,217760139;3,968713909;4,361697198;1,264366222;3,2188133;3,2266
01/04/2004;3,240849712;3,238347263;3,199522859;3,924368544;4,311681691;1,262122169;3,20057;3,2128
01/05/2004;3,228902772;3,231560985;3,186458379;3,877451383;4,286391978;1,261020037;3,1875013;3,201
01/06/2004;3,212518926;3,214204282;3,173763326;3,827313575;4,209360678;1,25907351;3,1748021;3,1887
01/07/2004;3,189870843;3,196304974;3,157973459;3,775215599;4,180099978;1,256860179;3,159007;3,1764
01/08/2004;3,161104789;3,166853239;3,135087321;3,726399763;4,133801402;1,254411568;3,1361134;3,1635
01/09/2004;3,139442635;3,142031193;3,119489872;3,681485638;4,10058665;1,251901505;3,1205108;3,1506
01/10/2004;3,12911655;3,126710312;3,114195739;3,656257461;4,076940396;1,249741951;3,115215;3,1381
01/11/2004;3,115408752;3,116736754;3,108910591;3,642053453;4,028995351;1,248358769;3,1099281;3,126
01/12/2004;3,09405974;3,097224242;3,095291309;3,612431514;4,000591154;1,246929788;3,0963044;3,1135
01/01/2005;3,067677711;3,071424278;3,06889878;3,585895885;3,980291667;1,243944322;3,0699032;3,0987
01/02/2005;3,049987782;3,050679656;3,0515052;3,571965221;3,950661704;1,241610095;3,0525039;3,0849
01/03/2005;3,032098401;3,028270455;3,038137396;3,561281376;3,933354942;1,240416814;3,0391317;3,0727
01/04/2005;3,013714742;3,017708475;3,016119722;3,531265619;3,907176857;1,237156905;3,0171069;3,0574
01/05/2005;2,987721564;2,995541468;2,988920545;3,50115568;3,879246284;1,234683833;2,9898988;3,0433
01/06/2005;2,973153114;2,970883138;2,96814354;3,508875205;3,79982984;1,231571652;2,969115;3,0283
01/07/2005;2,973747863;2,967322351;2,971412093;3,524382488;3,771168956;1,227896558;2,9723846;3,0124
01/08/2005;2,966332033;2,964061883;2,970520937;3,53640627;3,767025228;1,224742845;2,9714932;2,9973
01/09/2005;2,961297827;2,955785683;2,970520937;3,559543301;3,766271974;1,220512548;2,9714932;2,9807
01/10/2005;2,950969434;2,951063981;2,966071829;3,578509401;3,757254563;1,217302521;2,9670426;2,9657
01/11/2005;2,929001919;2,934630053;2,948967816;3,557166402;3,750129317;1,214751543;2,949933;2,9516
01/12/2005;2,912980527;2,911917099;2,93312892;3,542994425;3,739658274;1,212412799;2,9340889;2,9378
01/01/2006;2,902531413;2,900893703;2,921443147;3,54334876;3,725872546;1,209668062;2,9223993;2,9231
01/02/2006;2,885506923;2,886174215;2,910383689;3,511047126;3,713247504;1,206860904;2,9113362;2,9088
01/03/2006;2,873724652;2,871243747;2,903705167;3,510696056;3,706205713;1,205986563;2,9046555;2,8973
01/04/2006;2,861420543;2,860659308;2,895886274;3,518789272;3,698808097;1,203491725;2,8968341;2,8831
01/05/2006;2,855424153;2,85580444;2,892415376;3,53363052;3,685540153;1,202463619;2,893362;2,8723
01/06/2006;2,852571581;2,848114531;2,888660118;3,520253556;3,637524825;1,200197645;2,8896055;2,8595
01/07/2006;2,858574588;2,852393121;2,890683596;3,494048195;3,605079113;1,197877357;2,8916297;2,8477
01/08/2006;2,853153596;2,852963713;2,887507338;3,487770209;3,588214505;1,19578354;2,8884524;2,836
01/09/2006;2,851727732;2,847553362;2,888084955;3,47491303;3,579623409;1,19287769;2,8890302;2,8234
01/10/2006;2,845751653;2,846130297;2,883471401;3,464864922;3,575690149;1,191066078;2,8844151;2,8128
01/11/2006;2,836391561;2,837900386;2,871125561;3,448656238;3,568196936;1,188837009;2,8720652;2,8019
01/12/2006;2,827625921;2,827438862;2,859117268;3,422983859;3,560008915;1,187314871;2,860053;2,7917
01/01/2007;2,814118154;2,817577341;2,841499969;3,41206525;3,547238855;1,185510524;2,84243;2,7818
01/02/2007;2,801790277;2,803001732;2,827644511;3,395089801;3,53134779;1,18292111;2,82857;2,771
01/03/2007;2,789516404;2,790166964;2,815818075;3,385947742;3,523947501;1,182068838;2,8167397;2,7623
01/04/2007;2,779233241;2,778773991;2,803482751;3,374474529;3,514458463;1,17985543;2,8044003;2,7518
01/05/2007;2,772302485;2,772674108;2,796212598;3,373125279;3,498365979;1,17835656;2,7971278;2,7424
01/06/2007;2,764561712;2,76548385;2,788961298;3,371776568;3,458592169;1,176369672;2,7898741;2,7321
01/07/2007;2,756842553;2,757487137;2,780342237;3,363032683;3,427063188;1,175248485;2,7812522;2,723
01/08/2007;2,750241972;2,750885013;2,771473522;3,353642484;3,416472124;1,173524577;2,7723806;2,7133
01/09/2007;2,737376304;2,739379619;2,755217738;3,321095746;3,407612332;1,171806708;2,7561195;2,7034
01/10/2007;2,73245788;2,731458389;2,74834687;3,278799236;3,390321692;1,171394378;2,7492464;2,6954
01/11/2007;2,724285025;2,724918585;2,740126491;3,244729575;3,373118786;1,170058171;2,7410233;2,6861
01/12/2007;2,713971931;2,718665654;2,728394395;3,222494364;3,361019117;1,169368244;2,7292874;2,6777
01/01/2008;2,694036064;2,699767283;2,702183218;3,166759399;3,341305415;1,168620327;2,7030676;2,6693
01/02/2008;2,679566406;2,681000281;2,683665923;3,132613907;3,32865652;1,167441211;2,6845443;2,66
01/03/2008;2,666500553;2,663950994;2,670845863;3,116098584;3,315394941;1,167157592;2,67172;2,652
01/04/2008;2,653762493;2,657837967;2,657293665;3,093208839;3,293656806;1,16668042;2,6581634;2,6436
01/05/2008;2,639246637;2,6422487;2,640395136;3,072011957;3,265249138;1,165567303;2,6412593;2,6346
01/06/2008;2,618560013;2,627534507;2,615288368;3,023336243;3,200597077;1,164710076;2,6161443;2,6258
01/07/2008;2,599325007;2,604097628;2,591703863;2,964636441;3,140303255;1,163376846;2,5925521;2,6162
01/08/2008;2,585621215;2,587794522;2,576758663;2,913361283;3,095114582;1,161154397;2,577602;2,6055
01/09/2008;2,57840169;2,578768832;2,571358809;2,922713968;3,059018167;1,159329612;2,5722004;2,5953
01/10/2008;2,571715231;2,57208142;2,567507548;2,919502515;3,030230973;1,157050223;2,5683479;2,5843
01/11/2008;2,560194356;2,564388255;2,554733878;2,891169058;3,007076484;1,154157904;2,55557;2,5725
01/12/2008;2,551010717;2,551884023;2,54506264;2,880224206;2,992115905;1,152293493;2,5458956;2,5623
01/01/2009;2,543887832;2,544504959;2,537703301;2,883973371;2,98703794;1,149822524;2,5385339;2,5511
01/02/2009;2,531735501;2,534367489;2,521565283;2,896718935;2,977213137;1,147710736;2,5223906;2,5406
01/03/2009;2,517887122;2,518500933;2,513772588;2,889206997;2,969196307;1,147193352;2,5145953;2,532
01/04/2009;2,512861399;2,515733626;2,508755078;2,910746521;2,976637902;1,145546057;2,5095762;2,5223
01/05/2009;2,500857284;2,506709472;2,4950324;2,9151192;2,977829033;1,145026215;2,495849;2,5139
01/06/2009;2,48915824;2,492006633;2,480151491;2,917161212;2,937004668;1,144512329;2,4809632;2,5062
01/07/2009;2,480229415;2,482572856;2,469778421;2,920081294;2,916588549;1,143762021;2,4705867;2,4986
01/08/2009;2,474291116;2,477123185;2,464110966;2,932691869;2,909025083;1,142561189;2,4649174;2,4907
01/09/2009;2,470585238;2,471438876;2,462141253;2,943287705;2,910480323;1,142336149;2,4629471;2,4838
01/10/2009;2,46467003;2,466752047;2,45820812;2,930977599;2,906121142;1,142336149;2,4590127;2,4769
01/11/2009;2,457788223;2,462319871;2,452322546;2,929512842;2,904378515;1,142336149;2,4531252;2,47
01/12/2009;2,447752438;2,451533125;2,443282401;2,926586256;2,895980172;1,142336149;2,4440821;2,4634
01/01/2010;2,43872914;2,442252565;2,437432563;2,934215216;2,893087085;1,141727608;2,4382303;2,4561
01/02/2010;2,420574829;2,429618549;2,416170265;2,91584539;2,874689075;1,141727608;2,416961;2,4495
01/03/2010;2,401840473;2,406992817;2,399374642;2,881839681;2,864377317;1,141727608;2,4001599;2,4436
01/04/2010;2,389415513;2,393826769;2,382459182;2,855002656;2,843054409;1,140824076;2,3832389;2,436
01/05/2010;2,375873036;2,382391291;2,365193271;2,833187116;2,819371686;1,140824076;2,3659674;2,4293
01/06/2010;2,365700524;2,367476191;2,355066485;2,799868678;2,769248292;1,140242552;2,3558373;2,4218
01/07/2010;2,365700524;2,362986517;2,357659911;2,77627038;2,739388953;1,139571344;2,3584315;2,4139
01/08/2010;2,365463978;2,36511512;2,359311429;2,772112212;2,727388444;1,138261206;2,3600836;2,4053
01/09/2010;2,36451817;2,366298269;2,360964104;2,75093005;2,723575438;1,137227466;2,3617368;2,3964
01/10/2010;2,353925506;2,358985415;2,348283374;2,719654029;2,717867915;1,136429692;2,3490519;2,3879
01/11/2010;2,336402487;2,344449826;2,326876113;2,692460181;2,712443029;1,13589355;2,3276377;2,3798
01/12/2010;2,317169976;2,324459474;2,303153631;2,653977507;2,702443987;1,135512018;2,3039074;2,3717
01/01/2011;2,302663198;2,308530613;2,289417128;2,635790553;2,684458117;1,13391773;2,2901664;2,3624
01/02/2011;2,283708418;2,291118115;2,268097016;2,615131017;2,67349678;1,133107558;2,2688393;2,3538
01/03/2011;2,265583748;2,26910777;2,255915075;2,589238631;2,666031891;1,132514121;2,2566534;2,3454
01/04/2011;2,247825923;2,255574324;2,241123659;2,573284269;2,654617038;1,131143175;2,2418571;2,3362
01/05/2011;2,230649919;2,238339113;2,225102918;2,561756365;2,626773241;1,130725937;2,2258312;2,3278
01/06/2011;2,220214909;2,222779655;2,212491715;2,550787977;2,55175174;1,12895348;2,2132158;2,3179
01/07/2011;2,216889575;2,217678994;2,207634918;2,555387675;2,542345064;1,127697226;2,2083574;2,3083
01/08/2011;2,213348217;2,21546353;2,207634918;2,558457824;2,530955763;1,126312987;2,2083574;2,2986
01/09/2011;2,205189018;2,209497886;2,198401631;2,547249924;2,527669792;1,123979605;2,1991211;2,2879
01/10/2011;2,193563133;2,197849285;2,188553142;2,530799726;2,524136001;1,122853383;2,1892694;2,2785
01/11/2011;2,184171197;2,188656926;2,181572111;2,517457203;2,518343811;1,122157646;2,1822861;2,2697
01/12/2011;2,172872261;2,178635204;2,169207628;2,50493254;2,500341353;1,121434321;2,1699176;2,2611
01/01/2012;2,162061952;2,166502788;2,158200804;2,507942071;2,497594;1,12038452;2,1589072;2,252
01/02/2012;2,150021829;2,152511463;2,14724983;2,501687851;2,475561502;1,119417344;2,1479526;2,2431
01/03/2012;2,140390074;2,141163298;2,138908088;2,503189765;2,468157031;1,119417344;2,1396081;2,2356
01/04/2012;2,135904674;2,135823739;2,135064971;2,492472135;2,455633301;1,118223081;2,1357638;2,2274
01/05/2012;2,122321815;2,126679019;2,121487451;2,471464685;2,437353153;1,117969302;2,1221818;2,2203
01/06/2012;2,114708863;2,11588799;2,109883094;2,44651028;2,392376475;1,117446338;2,1105736;2,2129
01/07/2012;2,113018448;2,112086235;2,104411624;2,430469183;2,375038692;1,117446338;2,1051004;2,2065
01/08/2012;2,103971371;2,105139275;2,095401398;2,398331541;2,359231839;1,117285448;2,0960872;2,1997
01/09/2012;2,095380312;2,096961127;2,086014334;2,36451892;2,353113743;1,117148039;2,0866971;2,1928
01/10/2012;2,083504337;2,086943797;2,072954719;2,341803427;2,347948257;1,117148039;2,0736332;2,1874
01/11/2012;2,071283763;2,073466266;2,058340501;2,34133516;2,343027899;1,117148039;2,0590142;2,1813
01/12/2012;2,058930182;2,062329686;2,047285162;2,342037771;2,335321338;1,117148039;2,0479552;2,1758
01/01/2013;2,042792124;2,048197125;2,032246537;2,326219479;2,331590793;1,117148039;2,0329117;2,1703
01/02/2013;2,025373908;2,03033022;2,01372031;2,318337133;2,316533326;1,117148039;2,0143794;2,1643
01/03/2013;2,013294144;2,016617222;2,003303134;2,311633396;2,302717024;1,117148039;2,0039588;2,1594
01/04/2013;2,003875927;2,006783981;1,991355004;2,306789139;2,291260721;1,117148039;1,9920067;2,1539
01/05/2013;1,992914895;1,996601314;1,979674922;2,303334137;2,274429939;1,117148039;1,9803228;2,1478
01/06/2013;1,985568292;1,987459003;1,972770226;2,303334137;2,224381358;1,117148039;1,9734159;2,1418
01/07/2013;1,980419202;1,979935249;1,967261893;2,286187729;2,199091803;1,117148039;1,9679058;2,1357
01/08/2013;1,979825255;1,978550264;1,969822662;2,280259056;2,188586587;1,116914604;1,9704674;2,1285
01/09/2013;1,975085051;1,97538964;1,966675981;2,27684379;2,181822936;1,116914604;1,9673196;2,1214
01/10/2013;1,968196363;1,97007045;1,961380254;2,243195852;2,172481267;1,116826375;1,9620222;2,1143
01/11/2013;1,957041228;1,960659285;1,949488375;2,22406886;2,166847463;1,115799839;1,9501264;2,1062
01/12/2013;1,946529966;1,949546868;1,93901768;2,217637711;2,159289948;1,115568916;1,9396523;2,099
01/01/2014;1,928785143;1,935034112;1,925156552;2,204411243;2,157132816;1,115018097;1,9257866;2,0911
01/02/2014;1,918234851;1,922155669;1,913103997;2,193880616;2,138315638;1,113763999;1,9137301;2,0826
01/03/2014;1,905089732;1,908794111;1,900937994;2,18557543;2,131282406;1,113166229;1,9015601;2,0747
01/04/2014;1,887722684;1,894960896;1,885477082;2,149675843;2,125331478;1,112870205;1,8860942;2,067
01/05/2014;1,875159118;1,880294598;1,870884185;2,133038146;2,106791711;1,112359632;1,8714965;2,0588
01/06/2014;1,866572882;1,869451778;1,85972583;2,135814705;2,064470074;1,111688173;1,8603345;2,0501
01/07/2014;1,859136337;1,860706458;1,854903082;2,151737563;2,05093391;1,111171478;1,8555102;2,0419
01/08/2014;1,858950442;1,857548625;1,852494839;2,164943719;2,035666412;1,110001536;1,8531011;2,0324
01/09/2014;1,854314655;1,854951693;1,84916634;2,170804893;2,034039181;1,109333717;1,8497715;2,0237
01/10/2014;1,843804967;1,847745485;1,840149607;2,166471949;2,030992692;1,108366114;1,8407519;2,0146
01/11/2014;1,836093375;1,838918676;1,833183509;2,160422765;2,027545864;1,107216823;1,8337835;2,0051
01/12/2014;1,826776813;1,831957238;1,823518859;2,139456095;2,018663744;1,106682295;1,8241157;1,9967
01/01/2015;1,812638235;1,817598212;1,812282706;2,126273201;2,017050103;1,105518184;1,8128758;1,9871
01/02/2015;1,790436818;1,80156429;1,785852095;2,110235412;1,998662409;1,104548391;1,7864366;1,9777
01/03/2015;1,768856766;1,777917981;1,76537376;2,104553119;1,992485704;1,104362858;1,7659515;1,9695
01/04/2015;1,745812047;1,756141822;1,739113151;2,084128658;1,980208411;1,102933456;1,7396823;1,9591
01/05/2015;1,733504167;1,737550037;1,726852498;2,06002635;1,971141162;1,101750176;1,7274177;1,9496
01/06/2015;1,720770466;1,727186915;1,709924248;2,051614729;1,952591542;1,100481322;1,7104839;1,9397
01/07/2015;1,70728293;1,710255387;1,696858438;2,037960395;1,917312984;1,09848976;1,6974138;1,929
01/08/2015;1,696763;1,700224065;1,687073413;2,02399483;1,906825444;1,095963564;1,6876256;1,9172
01/09/2015;1,693038316;1,692944404;1,682866247;2,018343469;1,895641161;1,093921213;1,683417;1,9061
01/10/2015;1,683945013;1,686367571;1,674327178;1,999349647;1,891479905;1,091824909;1,6748752;1,895
01/11/2015;1,670248971;1,675310521;1,661533371;1,962262879;1,884695003;1,089874034;1,6620772;1,8839
01/12/2015;1,653548135;1,661190403;1,643292821;1,932883056;1,878308753;1,088462299;1,6438306;1,8733
01/01/2016;1,637825015;1,641816963;1,628635105;1,923458111;1,876432321;1,086018757;1,6291681;1,8617
01/02/2016;1,617285489;1,626849943;1,604408536;1,901777844;1,869142665;1,084587102;1,6049336;1,8511
01/03/2016;1,602859751;1,604072119;1,58931009;1,877557354;1,859103506;1,083550144;1,5898303;1,8411
01/04/2016;1,595996964;1,597204141;1,58234776;1,868030399;1,847280908;1,081206089;1,5828656;1,8295
01/05/2016;1,58632041;1,589099733;1,572285135;1,861886175;1,837176437;1,079798033;1,5727997;1,8189
01/06/2016;1,574042875;1,575550003;1,557026278;1,846742883;1,835707871;1,078145236;1,5575359;1,8078
01/07/2016;1,56855294;1,569272911;1,549742488;1,816051611;1,800949545;1,075947076;1,5502497;1,7962
01/08/2016;1,560438659;1,560844351;1,53988721;1,812788591;1,792167922;1,074205789;1,5403912;1,7851
01/09/2016;1,553602807;1,553852017;1,535128312;1,810073481;1,786985664;1,071478875;1,5356307;1,7729
01/10/2016;1,552360918;1,550286359;1,533901191;1,80646056;1,781108007;1,069793949;1,5344032;1,7618
01/11/2016;1,548335246;1,547346401;1,531297985;1,80357484;1,777375519;1,068083947;1,5317992;1,7513
01/12/2016;1,54555325;1,543333733;1,530226826;1,804116075;1,774536261;1,066560898;1,5307276;1,7409
01/01/2017;1,540930459;1,54040696;1,528087503;1,794426174;1,768523281;1,064592466;1,5285876;1,7297
01/02/2017;1,53509709;1,535646456;1,521696379;1,783014879;1,761301943;1,062785731;1,5221944;1,7188
01/03/2017;1,530047932;1,527398504;1,518053051;1,781589607;1,749927415;1,062464866;1,5185499;1,7101
01/04/2017;1,526232351;1,525110837;1,513210777;1,781411466;1,747132004;1,06085343;1,513706;1,6996
01/05/2017;1,524098613;1,521914816;1,512001176;1,80122494;1,7474815;1,06085343;1,512496;1,6917
01/06/2017;1,519388509;1,518270966;1,506577497;1,818133582;1,73654129;1,060043557;1,5070706;1,6824
01/07/2017;1,522891158;1,515845613;1,511110829;1,830397244;1,720540266;1,059475678;1,5116054;1,6743
01/08/2017;1,51924497;1,518579055;1,508546301;1,84367168;1,715394083;1,058816035;1,50904;1,6663
01/09/2017;1,516363879;1,513282566;1,508999;1,84182985;1,709240817;1,058277372;1,5094929;1,6583
01/10/2017;1,513941572;1,511619785;1,509300861;1,833213746;1,708215887;1,058277372;1,5097948;1,6519
01/11/2017;1,507609612;1,506497692;1,503737034;1,829554636;1,702936783;1,058277372;1,5042292;1,6455
01/12/2017;1,503400092;1,501692277;1,50103517;1,820090167;1,697673994;1,058277372;1,5015264;1,6398
01/01/2018;1,49681411;1,496454686;1,4971426;1,804034262;1,696486453;1,058277372;1,4976326;1,6344
01/02/2018;1,492485901;1,490641185;1,493707073;1,790427017;1,691243598;1,058277372;1,4941959;1,6286
01/03/2018;1,48772518;1,484998192;1,491023231;1,789174595;1,689047836;1,058277372;1,4915112;1,6239
01/04/2018;1,486387431;1,483514677;1,489980245;1,777796696;1,685003827;1,058277372;1,4904679;1,6186
01/05/2018;1,483124557;1,480405825;1,486857844;1,767720688;1,680131445;1,058277372;1,4873445;1,6134
01/06/2018;1,477215695;1,478336154;1,480491729;1,743658205;1,676276011;1,058277372;1,4809763;1,6082
01/07/2018;1,458834381;1,462106769;1,459619175;1,711650343;1,660172339;1,058277372;1,4600969;1,603
01/08/2018;1,454036062;1,452808793;1,455979227;1,702965221;1,650106688;1,058277372;1,4564558;1,5976
01/09/2018;1,455345874;1,450922594;1,455979227;1,69112733;1,647635235;1,058277372;1,4564558;1,5919
01/10/2018;1,448393584;1,449617938;1,451624354;1,665807062;1,64385437;1,058277372;1,4520995;1,5872
01/11/2018;1,441905012;1,441258637;1,44584099;1,651112164;1,638120947;1,058277372;1,4463142;1,5818
01/12/2018;1,444939385;1,438525439;1,449464652;1,659242452;1,635994154;1,058277372;1,449939;1,5769
01/01/2019;1,442775222;1,440830768;1,447438238;1,677357917;1,633870123;1,058277372;1,447912;1,572
01/02/2019;1,438173068;1,436521205;1,442246152;1,677190198;1,625903198;1,058277372;1,4427182;1,5666
01/03/2019;1,432015402;1,431653583;1,434499853;1,662559673;1,624441201;1,058277372;1,4349693;1,5617
01/04/2019;1,421355237;1,423964176;1,423538606;1,641872085;1,619420995;1,058277372;1,4240045;1,557
01/05/2019;1,413299431;1,413784925;1,415048316;1,626904563;1,613290492;1,058277372;1,4155114;1,5518
01/06/2019;1,411464527;1,408853936;1,412928922;1,61961629;1,61280665;1,058277372;1,4133914;1,5464
01/07/2019;1,411323394;1,40800913;1,412787644;1,606762192;1,598737757;1,058277372;1,41325;1,5417
01/08/2019;1,408646965;1,406743061;1,411376267;1,600360749;1,58951855;1,058277372;1,4118382;1,536
01/09/2019;1,407099156;1,405618567;1,409684646;1,611155491;1,582870494;1,058277372;1,410146;1,531
01/10/2019;1,407662221;1,404354647;1,410389841;1,611316623;1,57562263;1,058277372;1,4108514;1,5264
01/11/2019;1,406255965;1,403091865;1,40982591;1,600433674;1,572791605;1,058277372;1,4102873;1,5216
01/12/2019;1,399120451;1,401130282;1,40225374;1,595646733;1,57216274;1,058277372;1,4027127;1,5178
01/01/2020;1,383213496;1,386571284;1,38535244;1,562980442;1,568868117;1,058277372;1,3858058;1,5141
01/02/2020;1,380314834;1,376796032;1,382725262;1,555513975;1,562928986;1,058277372;1,3831778;1,5103
01/03/2020;1,376872653;1,37377373;1,380378619;1,55613643;1,557788285;1,058277372;1,3808304;1,5074
01/04/2020;1,375909516;1,37349903;1,377898401;1,537076679;1,553748539;1,058277372;1,3783494;1,504
01/05/2020;1,380188099;1,373636394;1,381074874;1,524877658;1,550337796;1,058277372;1,3815269;1,5012
01/06/2020;1,38545282;1,381788948;1,384536214;1,520619922;1,547243309;1,058277372;1,3849894;1,4988
01/07/2020;1,381859984;1,381512646;1,380395029;1,497262625;1,542000507;1,058277372;1,3808468;1,4967
01/08/2020;1,376903133;1,377380504;1,374347898;1,464602;1,524167745;1,058277372;1,3747977;1,4948
01/09/2020;1,373606477;1,374219799;1,369417994;1,425542146;1,513272185;1,058277372;1,3698662;1,4932
01/10/2020;1,364871301;1,368063513;1,357606814;1,366247025;1,495919519;1,058277372;1,3580511;1,4916
01/11/2020;1,353233493;1,355323472;1,345630701;1,323498038;1,470480211;1,058277372;1,3460711;1,49
01/12/2020;1,341295959;1,344433561;1,33296751;1,281465955;1,451895943;1,058277372;1,3334038;1,4885
01/01/2021;1,323429658;1,330332041;1,313786231;1,269280858;1,44180332;1,058277372;1,3142162;1,4869
01/02/2021;1,320129335;1,320035762;1,31024856;1,237357047;1,429084468;1,058277372;1,3106774;1,4854
01/03/2021;1,308873027;1,313729859;1,299591906;1,20682439;1,402575786;1,058277372;1,3000172;1,4841
01/04/2021;1,296812669;1,301624749;1,288510714;1,172357091;1,384576294;1,058277372;1,2889324;1,4821
01/05/2021;1,292804974;1,293861579;1,283632909;1,154917832;1,372226257;1,058277372;1,284053;1,48
01/06/2021;1,282163021;1,288193528;1,271427208;1,109431155;1,342424435;1,058277372;1,2718433;1,4773
01/07/2021;1,275403383;1,277589534;1,263844143;1,102814269;1,314041146;1,058277372;1,2642578;1,4742
01/08/2021;1,263275934;1,268456647;1,251083095;1,094278894;1,302965936;1,058277372;1,2514926;1,4706
01/09/2021;1,252380226;1,257266971;1,240169603;1,087104007;1,296999737;1,058277372;1,2405755;1,4663
01/10/2021;1,238019203;1,24309568;1,225464034;1,094106287;1,290418602;1,058277372;1,2258651;1,4619
01/11/2021;1,222735015;1,228355415;1,211411659;1,087148537;1,279415628;1,058277372;1,2118081;1,457
01/12/2021;1,211228346;1,214149861;1,201320566;1,08693115;1,270900594;1,058277372;1,2017137;1,4511
01/01/2022;1,202450458;1,20475279;1,192614481;1,07755641;1,266467956;1,057761185;1,1930048;1,4434
01/02/2022;1,1959921;1,197805518;1,184677144;1,058295433;1,257539426;1,057121626;1,1850649;1,4361
01/03/2022;1,184033363;1,186063489;1,172947667;1,03927667;1,252778866;1,057121626;1,1733316;1,4285
